犬猫大好き★	sage	2019/06/03(月)07:59:07.00	ID:???	種類や各論にとらわれない、猫についての総合スレです。<br>荒らしは基本的にスルーでお願いします。<br><br>猫についてなら内容は「何でもOK」です、楽しくいきましょう！！<br><br>雑種ちゃん、純血種、長毛さん短毛さん、とにかくみんなで猫の話をするスレです<br>画像upでも雑談でもノロケでも、猫のことなら何でもOK<br>話題によっては専スレの方がレスもらえるかもしれませんので、併せてチェックしてみてくださいね<br><br>専スレとのマルチだって大歓迎、猫ちゃんの楽しいお話を嫌がる人<br>猫ちゃんに嫌な事をしたい人だけは回れ右でお帰りくださいね。<br><br>◆関連スレ、質問等　>>2　>>3　>>4　>>5<br><br>避難所5ちゃん荒らしまとめ　>>6<br>荒らし対策による書き込みエラーの詳しい回避方法　>>7<br><br>前スレ<br>【猫だけ】 にゃんこ　猫についての総合スレ Part１<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1522362562/<br>【猫だけ】 にゃんこ　猫についての総合スレ Part2<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1540552174/
犬猫大好き★	sage	2019/06/03(月)08:03:09.00	ID:???	◆猫ちゃん関連スレ<br>一人暮らしで猫を飼う<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1483012888/<br>おまえら！猫砂なに使ってますか？<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1482537650/<br>【猫】システムトイレ1【オンリー】<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1529969440/<br>猫のおもちゃと遊び方・遊ばせ方　Part１<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1488365650/<br>スレ立てるまでもない猫の質問はこちらへ part3<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1551356202/
犬猫大好き★	sage	2019/06/03(月)08:09:42.00	ID:???	◆病気など質問関連スレ<br><br>要望スレッド<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1483938629/<br>◆◇ケガ・病気スレッド◇◆<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1483007324/<br>糖尿病と闘う猫　part1<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1489318506/<br>【結石】F.L.U.T.D.猫下部尿路疾患 1【膀胱炎】<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1486017612/<br>老猫な日々<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1484021093/<br>質問でも雑談でもOKのスレッド<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1483938956/<br>猫白血病ウイルス感染症　FeLV　その１<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1487124388/<br>【★】ペットが亡くなった時【ペットロス★】　Part3<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1545092932/
犬猫大好き★	sage	2019/06/03(月)08:11:40.00	ID:???	◆フード関連スレ<br><br>プレミアムキャットフード専用スレ4<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1558140538/<br>キャットフードあれこれ<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1482542246/<br>【金欠】安物キャットフードスレ【節約<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1482541508/<br>【天然素材】ナチュラルキャットフード専用スレ<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1482539254/<br>【安全性】ペットフード【教えて】　２<br>https://mao.5ch.net/test/read.cgi/dog/1222003932/<br>ペットフードを食べた事ある？<br>https://mao.5ch.net/test/read.cgi/dog/1273743043/<br>ロイヤルカナン総合スレ<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1482536166/
犬猫大好き★	sage	2019/06/03(月)08:24:56.00	ID:???	◆種別スレ<br><br>スコティッシュフォールドPart2【ホールド一本】<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1529452583/<br><br>[茶・黒等の斑]サビ猫大好き！1ｷﾞｬｵｰ<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1486016801/<br><br>【饅頭】ブリティッシュショートヘアー【１個目】<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1484900558/<br>サイベリアンフォレストキャット　Part1<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1522713975/<br>☆ソマリ　Part1☆<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1508655995/<br>★★★ラグドール（その1）★★★<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1486783660/<br>【モフモフ】世界最大メインクーン【甘えん坊】<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1483010903/<br>幸運(｀・ω・´)黒猫を語るｽﾚ２(´・ω・`)福招<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1506034814/<br><br>白猫が好き　Part1　【NEW】<br>http://jbbs.shitaraba.net/bbs/read.cgi/sports/43278/1559517740/
犬猫大好き★	sage	2019/06/03(月)08:54:21.00	ID:???	荒らし情報まとめ<br>荒らしはこの様に過度にこの避難所を恐れ嫌がってます。<br><br>https://mao.5ch.net/test/read.cgi/dog/1534696197/4-7<br><br>VIPやなんJにまで荒らし依頼し住民を騙して避難所妨害するもVIP民に見抜かれる<br>http://hissi.org/read.php/news4vip/20180624/R0NhNVppZUEw.html<br><br>https://hebi.5ch.net/test/read.cgi/news4vip/1529773204/<br>https://hebi.5ch.net/test/read.cgi/news4vip/1533971728/
犬猫大好き★	sage	2019/06/03(月)09:08:50.00	ID:???	現在、IP、ホスト規制への巻き込みを考慮し荒らしとして削除したIPは表示する設定にしてます。<br><br>書き込めないな？と思ったら削除されてるIPと一致してしまってる可能性があるので<br>自分のIPと削除された荒らしのIPと見比べ確認し電源をオフするなどしてIPを変更し回避するか<br>板トップの管理人へメールという所から私宛にメールをくだされば原文そのままで転載します。<br>単純にNGワードで書けないだけの可能性もあるので何故書き込めないかを確認したければ一般ブラウザで書いてくださればNGになる理由が表記されます。<br><br>虐待画像らしき物を貼る時は現在3つのホストを駆使して荒らしてます<br>以前使われたドコグロdcm2-　******　.tky.mesh.ad.jpは解約したのか使われなくなりました<br>現在はdocomoとKD1112392******.au-net.ne.jp　を使用し規制が強化され我慢ができなくなると稀に.osk2.eonet.ne.jpを使用します。<br><br>よって現在はdocomoにプラスして KD1112392******.au-net.ne.jp　AUの左記IP列全てで書き込みができません<br><br>この規制後、AUらしき人の書き込みが少なくなった様に見受けられるので他の関係の無い範囲のAUも巻き込まれてるのかも知れません<br>固定回線でもKDから始まる物もあり住民さんにも割と多かったので少し心配してます。<br>上記の通り主力回線であるdocomo、そしてＡＵアウアウエーとその関連帯域全て、楽天モバイル等はほぼ全帯域で完全規制中で解除する予定が無い状態です<br>なので書き込める方が珍しいかも知れません、これだけ対策しても荒らしはあの手この手で妨害します、ご迷惑をお掛けしますがよろしくお願いいたします。<br><br>とりあえず書けない場合は直接メールをくださるか、5ちゃんの既存スレ、関連スレに書き<br>避難所内のどのスレにどのような形で(名前もそのまま記載など)転載希望と書くのが一番確実だと思います。
犬猫大好き★	sage	2019/06/03(月) 10:16:59.00	ID:???	>>6<br>全部記載しきれなかったので追記です。<br><br>VIPやなんJにまで荒らし依頼し住民を騙して避難所妨害するもVIP民に見抜かれる<br>http://hissi.org/read.php/news4vip/20180624/R0NhNVppZUEw.html<br><br>生　き　物　苦　手　板　潰　そ　う　ぜ <br>https://hebi.5ch.net/test/read.cgi/news4vip/1529773204/<br>生　き　物　苦　手　板　潰　そ　う　ぜ <br>https://hebi.5ch.net/test/read.cgi/news4vip/1529791170/<br>生　き　物　苦　手　板　荒　ら　そ　う　ぜ <br>https://hebi.5ch.net/test/read.cgi/news4vip/1533971728/<br>------------------------------------------------------------------------------------<br>19 ：以下、5ちゃんねるからVIPがお送りします[] ：2018/06/24(日) 02:05:13.691 ID:V/NmOYPo0 [2/3]　←ここら辺で気づかれだす<br>おい苦手板じゃないじゃん…<br><br>37 ：以下、5ちゃんねるからVIPがお送りします[]：2018/06/24(日) 02:11:18.096 ID:drB5ffRIa [2/2]　←ここら辺で気づかれだす<br>よく見たら猫大好きスレ<br><br>42 ：以下、5ちゃんねるからVIPがお送りします[] ：2018/06/24(日) 02:14:14.462 ID:I03reyb60 [2/2]　←この通り気づかれ、ハッキリと苦手民とバレてる<br>苦手板じゃねーじゃん<br>苦手板の嫌がらせか　　　　　　←完全に苦手板の嫌がらせだとバレてるのに見えないふりする馬鹿な避難所妨害荒らし<br>------------------------------------------------------------------------------------------------------------------------<br>この通り、VIPやなんJにまで荒らし依頼する位に、猫嫌いはこの避難所を嫌がってます<br>避難所への移動を恐れて埋め立てコピペも止めてしまい私への誹謗中傷や画像貼り、猫嫌いスレの乱立にシフト<br>この板、スレの盛り上がりは猫嫌いの荒らしにとっても大ダメージのようなので皆さんで協力し仲良くスレを盛り上げていきましょう。
犬猫大好き★	sage	2019/06/03(月) 10:24:49.00	ID:???	私が救済レスしてるスレより、可愛い白黒ちゃん救済<br><br>猫飼ったから見て <br>https://mao.5ch.net/test/read.cgi/dog/1558461144/<br><br>1 わんにゃん＠名無しさん[] ：2019/05/22(水) 02:52:24.51 ID:AfS/9YuV [1/14]　←可愛い白黒ちゃん<br>https://i.imgur.com/PwnkHMn.jpg<br><br>34 ：わんにゃん＠名無しさん[] ：2019/05/22(水) 12:42:17.24 ID:AfS/9YuV [4/14]<br>5ヶ月の女の子にゃんですよ～！<br>褒めてくれて嬉しいですhttps://i.imgur.com/NiuU7CW.jpg<br><br>40 ：わんにゃん＠名無しさん[] 投稿日：2019/05/22(水) 12:52:13.17 ID:AfS/9YuV [6/14]<br>元々保護猫なのです<br>おめめかわいいですよね！<br>美人さんになれるように頑張ってお世話していきます(*´ω｀)　https://i.imgur.com/3GTRcTD.jpg
犬猫大好き★	sage	2019/06/03(月) 10:26:34.00	ID:???	46 ：わんにゃん＠名無しさん[] ：2019/05/22(水) 13:09:51.12 ID:AfS/9YuV [9/14]<br>https://i.imgur.com/WSZn8RR.jpg<br>イケメンさんなので遊びに来た友人には大抵男の子？と聞かれます(*´ω｀)<br><br>59 ：わんにゃん＠名無しさん[] ：2019/05/22(水) 13:50:40.94 ID:AfS/9YuV [12/14]<br>https://i.imgur.com/EXZVB8r.jpg<br>今日も元気にダンボールを齧っては捨て齧っては捨てを繰り返している……<br><br>58 ：わんにゃん＠名無しさん[] ：2019/05/22(水) 13:49:31.53 ID:AfS/9YuV [11/14]　←私と会話中のレス<br>うんちする時は力みながら顔も真面目になるのでかわいいですよねw<br>なるほどなるほど！猫マスターすごい……男の子は甘えんぼさん多いって言いますよねーこの子も大人になっても甘えんぼだと嬉しいのですが……<br><br>ですね、荒らされてもうちの猫ちゃんが可愛いということにしておきます(:3_ヽ)_
